threshold,review_queue_volume,precision,recall,review_cost,missed_fraud_loss,total_cost,is_chosen_t_star,is_naive_default
0.027267,1015,0.107389,0.773050,8120.000000,2191.150000,10311.150000,False,False
0.028266,993,0.109768,0.773050,7944.000000,2191.150000,10135.150000,False,False
0.029013,970,0.112371,0.773050,7760.000000,2191.150000,9951.150000,False,False
0.029666,948,0.114979,0.773050,7584.000000,2191.150000,9775.150000,False,False
0.030277,925,0.117838,0.773050,7400.000000,2191.150000,9591.150000,False,False
0.031193,903,0.120709,0.773050,7224.000000,2191.150000,9415.150000,False,False
0.032311,880,0.122727,0.765957,7040.000000,2230.280000,9270.280000,False,False
0.033233,858,0.125874,0.765957,6864.000000,2230.280000,9094.280000,False,False
0.034486,835,0.129341,0.765957,6680.000000,2230.280000,8910.280000,False,False
0.035487,812,0.133005,0.765957,6496.000000,2230.280000,8726.280000,False,False
0.036365,790,0.135443,0.758865,6320.000000,2365.850000,8685.850000,False,False
0.037565,767,0.139505,0.758865,6136.000000,2365.850000,8501.850000,False,False
0.038735,745,0.143624,0.758865,5960.000000,2365.850000,8325.850000,False,False
0.040596,722,0.146814,0.751773,5776.000000,2547.990000,8323.990000,False,False
0.041696,700,0.145714,0.723404,5600.000000,2913.430000,8513.430000,False,False
0.042873,677,0.149188,0.716312,5416.000000,2955.410000,8371.410000,False,False
0.044508,655,0.154198,0.716312,5240.000000,2955.410000,8195.410000,False,False
0.046744,632,0.159810,0.716312,5056.000000,2955.410000,8011.410000,True,False
0.048415,609,0.160920,0.695035,4872.000000,3510.080000,8382.080000,False,False
0.050091,587,0.165247,0.687943,4696.000000,3568.230000,8264.230000,False,False
0.052014,564,0.168440,0.673759,4512.000000,4708.920000,9220.920000,False,False
0.054664,542,0.173432,0.666667,4336.000000,4770.680000,9106.680000,False,False
0.056645,519,0.179191,0.659574,4152.000000,4818.650000,8970.650000,False,False
0.059867,497,0.185111,0.652482,3976.000000,5000.710000,8976.710000,False,False
0.062817,474,0.191983,0.645390,3792.000000,5031.160000,8823.160000,False,False
0.065741,452,0.196903,0.631206,3616.000000,5487.030000,9103.030000,False,False
0.068822,429,0.207459,0.631206,3432.000000,5487.030000,8919.030000,False,False
0.072007,406,0.216749,0.624113,3248.000000,5787.050000,9035.050000,False,False
0.077730,384,0.226562,0.617021,3072.000000,5856.790000,8928.790000,False,False
0.083449,361,0.235457,0.602837,2888.000000,6071.800000,8959.800000,False,False
0.088246,339,0.247788,0.595745,2712.000000,6219.560000,8931.560000,False,False
0.093008,316,0.256329,0.574468,2528.000000,6738.840000,9266.840000,False,False
0.102341,294,0.268707,0.560284,2352.000000,7178.970000,9530.970000,False,False
0.110310,271,0.280443,0.539007,2168.000000,7509.580000,9677.580000,False,False
0.119398,249,0.305221,0.539007,1992.000000,7509.580000,9501.580000,False,False
0.129485,226,0.318584,0.510638,1808.000000,8377.180000,10185.180000,False,False
0.143232,203,0.334975,0.482270,1624.000000,9047.110000,10671.110000,False,False
0.160870,181,0.370166,0.475177,1448.000000,9238.210000,10686.210000,False,False
0.177136,158,0.398734,0.446809,1264.000000,10192.340000,11456.340000,False,False
0.201961,136,0.404412,0.390071,1088.000000,12739.310000,13827.310000,False,False
0.225345,113,0.398230,0.319149,904.000000,15582.790000,16486.790000,False,False
0.257125,91,0.472527,0.304965,728.000000,16137.040000,16865.040000,False,False
0.318191,68,0.544118,0.262411,544.000000,16917.510000,17461.510000,False,False
0.397489,46,0.500000,0.163121,368.000000,19865.140000,20233.140000,False,False
0.500000,28,0.642857,0.127660,224.000000,20860.120000,21084.120000,False,True
0.527583,23,0.652174,0.106383,184.000000,21263.340000,21447.340000,False,False
0.980798,1,1.000000,0.007092,8.000000,23840.350000,23848.350000,False,False
1.000000,0,0.000000,0.000000,0.000000,24210.350000,24210.350000,False,False
